title,lang,source_name,format,category,cefr_level,license,text,source_dataset
na,en,readme,sentence-level,reference,C1,CC BY SA NC 4.0,"The dream navel is the obstacle to groping curiosity, but an almost unavoidable reversal makes the model for a barrier to self-knowledge serve, as well and in parallel, as a model for the nature of the investigation, defining the very pursuit of self-knowledge.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"As described below, permit- ting groups to present and defend their answer choice before reveal- ing the correct answer was key in determining whether the concepts addressed in each question were understood or not.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,Attendance and participation is gen-erally a reflection of their perception of the value of that activity.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,Colored cards involve essentially no additional cost to the course and are easily transported to settings where this activity might be scheduled,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"A “politics-centric” view, even in studies that foreground media as a salient consideration, would critique the news as being overly interpretive, intrusive, cynical, or negative.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"Longitudinally, our coding shows that there has been a slight decrease in research expressing a negative tone toward the media over time.",universalcefr/readme_en
na,en,readme,sentence-level,reference,C1,CC BY SA NC 4.0,Temporally sparse and delayed reward signals make training an RL agent notoriously slow and unstable.,universalcefr/readme_en
na,en,readme,sentence-level,reference,C1,CC BY SA NC 4.0,"The original observation space solely contains proprioceptive information, where methods must memorize which space is obstacle-free, rather than learn to avoid obstacles.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"Many such clustering algorithms have been developed satisfying different desiderata for applications in fields such as image processing, biomedicine, and spatial data.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man wearing sunglasses and a cap lies on a metal bench outside to do a stomach exercise .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man carries a baby in a big city .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A woman in a pink shirt and knee pads is playing volleyball .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Group of men in blue uniform are emptying supplies off the cargo plane .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man stands up to make a speech at a family gathering .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,It's our little secret .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Have you ever met a shark ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I can't go with that girl .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,He was taken by these divers .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A boy sits where it's windy and shows us his collection of cards and how he shuffles them.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Two girls are moving their hands around and then their legs to music.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man is cutting designs into a pineapple and trying to sell it to the photographer.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Several young men participate in a ball game on a grassy area as one of them kicks a large ball.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"A woman and a girl blow bubbles with gum, the woman pops the bubble on her face and the girl laughs A group of people rip out the wax strips from a mans leg as he gets up in pain A man is throwing a hatchet at a wooden target.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,They're all gonna hate me.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,And you can call me Camila.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Who knows if we'll ever figure that out.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"So, in the Demon Realm, you fought the evil Emperor Belos, who turned into a monster.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Your make-up application says i failed clown college.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,Jim gaffigan's stand-up is so funny that i watched it a second time... ...and i jim laugh again'd.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Start the day with a big bowl of why the fuck am i awake.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,My memory lane is now mostly traffic cones.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A sheep, a drum, and a snake fall down a cliff... ba-dumm-tss",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"And it is to you, Mr. President, that I will proclaim it, this truth, with all the force of the revulsion of an honest man.",universalcefr/readme_en
na,en,readme,sentence-level,reference,C1,CC BY SA NC 4.0,"I reckon my looks were more of a worry to me in the days when they could aspire to being good than they are now—Jesus, the anxious hours I used to spend painting absurd Thirties faces onto my faultless 19-year-old skin!",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Would you be interested?,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"Look, I know you are trying to save some money but this bike is in incredible shape.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Is it an antique?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hi, I'm interested in your iphone.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hello , is that the Peace Restaurant ?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Hello , is there anything I can do for you ?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Here comes the last course !,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hello , do you know anywhere that sells cheap cashmere sweaters ?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,cancel all alarms this week while I'm on vacation,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,cancel alarm for 4pm,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Add an alarm on Saturday at  11 am,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Show me my alarm,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,When is the next alarm set for?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,One must be so careful these days,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,Your shadow at morning striding behind you,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"My cousin’s, he took me out on a sled",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,With a dead sound on the final stroke of nine,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Here is Belladonna, the Lady of the Rocks",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"And after this decision came down — the Dobbs decision — you know, these so-called — I call them extremists, so-called leaders — they’d say, “Well, you know, we — we think that maybe the states should be making these decisions.”  Right?",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,And we’ve already passed the legislation to do that; it’s just taking effect.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"All these initiatives take hold as they do, from lead pipes being removed from schools and homes, to new factories being built in communities with a resurgence of American manufacturing.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"And when he’s President and they say, “Joe Biden is out in the outer office,” I don’t want him to say, “Joe who?”",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Because you voted.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"And some countries want to go more into the gas they found or the coal they've found, in particular, gas more recently.",universalcefr/readme_en
